,work_id,name,artist_id,style,museum_id,subject
0,160228,Still Life with Flowers and a Watch,615,0,43,0
1,160236,Still Life with Fruit and a Beaker on a Cock"s Foot,615,0,43,0
2,160244,Still Life with Fruit and a Goldfinch,615,0,43,0
3,160252,Still Life with Fruit and Oysters,615,0,43,0
4,160260,"Still Life with Fruit, Oysters, and a Porcelain Bowl",615,0,43,0
5,160268,The Overturned Bouquet,615,0,43,0
6,125752,Arabian Horses at Pasture,757,0,"",1
7,125818,Count Halm on His Basedow Estate,757,0,"",""
8,23448,Horses at the Porch,757,0,34,1
9,125763,Napoleon Before the Burning City of Smolensk,757,0,"",1
10,125774,Peasants Resting in the Field,757,0,"",""
11,125785,Portrait Oberleutnant Theodor Von Klein,757,0,"",""
12,125796,The Rescue of Count Munnich,757,0,"",""
13,125807,The Stable Yard,757,0,"",""
14,24532,Jacob A. Stamler Departing Le Havre,563,"","",2
15,124470,Kaleda off Le Havre,563,"","",2
16,124479,R. Bell &amp; Co. Steamship Bothal in a Heavy Swell,563,"","",2
17,124488,Steam Sailing Ship Finsbury in a Stormy Sea,563,"","",2
18,124497,The American Ship Olive S Southard in French Waters,563,"","",2
19,124506,The Atalanta Running Under Reduced Sail in a Gale,563,"","",2
20,124515,The Auxiliary Steamer County of Sutherland at Sea Under Steam and Sail,563,"","",2
21,124524,The Auxiliary Steamer Rishanglys Calling for a Pilot Off a Headland,563,"","",2
22,124533,The Barquentine Herdis of the American Star Line,563,"","",2
23,124542,The First French Steam Battlefleet in Formation at Sea,563,"","",2
24,124551,The French Brig Dieudonne in Full Sail Off a Headland,563,"","",2
25,124560,The Full-Rigger King Ceolric Running Under Full Sail,563,"","",2
26,124569,The Richard Rylands Passing the Fastnet Rock,563,"","",2
27,124578,The Ship Jacob A. Stamler,563,"","",2
28,124587,The Three-Master Hahnemann in Full Sail Off a Headland,563,"","",2
29,135881,Comedian Tournelle,621,1,"",3
30,135892,Madame de Genlis,621,1,60,3
31,135903,Monsieur Meunier,621,1,"",3
32,135914,Pierre Roch Vigneron,621,1,"",3
33,135925,Portrait de Madame La Comtesse de Lameth,621,1,"",3
34,135936,Portrait of a Man,621,1,"",3
35,135947,Portrait of a Woman,621,1,"",3
36,135958,Portrait of Gaspard Gilbert Delamalle,621,1,"",3
37,31780,Portrait of Madame Labille-Guyard and Her Pupils,621,1,35,""
38,135969,Portrait of the Duchesse D"Aiguillon,621,1,"",3
39,31778,Portrait of the Painter Vincent,621,1,40,3
40,135980,Self-Portrait,621,1,"",3
41,147731,Jean-Dominique Fabry Garat Playing Lyre,616,"","",3
42,147742,Portrait d"Aglae´-Constance Boudard en Robe de Velours Rouge,616,"","",3
43,147753,Portrait d"Ame´lie-Justine et de Charles-Edouard Pontois,616,"","",3
44,147764,Portrait d"Ame´lie-Justine Laidin de la Bouterie,616,"","",3
45,147815,Portrait de la Famille de l"Artiste Posant Devant le Cha^teau de Juilly,616,"",46,3
46,147797,Portrait of a Lady,616,"","",3
47,147806,Portrait of a Mother and Child,616,"","",3
48,147775,"Portrait of a Young Lady, seated in a White Dress Holding a Lyre",616,"","",3
49,147786,"Portrait of Auguste Vestris, French Dancer",616,"",47,3
50,24536,George Washington,837,"",35,4
51,122171,Henri Bertholet Campan with His Dog Aline,837,"","",3
52,122182,Mrs. Sims of Philadelphia,837,"","",3
53,122193,Portrait of Mr. Lyttkens,837,"","",3
54,122204,Portrait of Stanislas de Clermont Tonnerre,837,"","",3
55,122215,Portrait of the Queen,837,"",62,3
56,122224,Queen Marie Antoinette of France and Two of Her Children,837,"",35,3
57,194065,"Barend Klijn Barendsz, Poet",569,"",43,3
58,194074,"Cornelis Sebille Roos, Amsterdam Art Dealer and Keeper of the Nationale Konst-Gallery in Huis ten Bosch, The Hague",569,"",43,3
59,194148,General Daendels Taking Leave of Lieutenant-Colonel Krayenhoff,569,"",43,3
60,194130,"Jonkheer Gysbert Carel Rutger Reinier van Brienen van Ramerus, with his Wife and four of their Children",569,"",43,3
61,194121,Morning Visit,569,"",43,3
62,194083,"Portrait of Albertus Henricus Wiese, Governor-General of the Dutch East Indies",569,"",43,3
63,194092,"Portrait of Gerrit Verdooren, Vice-admiral",569,"",43,3
64,194101,Portrait of Hendrick de Hartog,569,"",43,3
65,194155,Portrait of the Family of Adrianus Bonebakker with Dirk L. Bennewitz,569,"",43,3
66,194110,"Portrait of Wilhelmina Maria Haack, fourth Wife of Gerrit Verdooren",569,"",43,3
67,194162,The Art Gallery of Jan Gildemeester Jansz,569,"",43,3
68,194169,The Art Gallery of Josephus Augustinus Brentano,569,"",43,3
69,194176,The Drawing Gallery of the Felix Meritis Society,569,"",43,""
70,194181,The Sculpture Gallery of the Felix Meritis Society,569,"",43,""
71,194139,Woman Baking Pancakes,569,"",43,3
72,160324,Portrait of a Man,597,2,43,3
73,160332,William of Orange,597,2,43,3
74,24025,"A Distant View of Dordrecht, with a Milkmaid and Four Cows",592,0,46,""
75,24029,A Herdsman with Seven Cows by a River,592,0,47,5
76,24031,"A Landscape with Horseman, Herders and Cattle",592,0,"",""
77,24033,A View of the Maas at Dordrecht,592,0,55,""
78,24035,Cattle in a River,592,0,"",5
79,24037,Cattle Near a River,592,0,"",5
80,24039,"Cattle Near the Maas, with Dordrecht in the Distance",592,0,"",""
81,24041,Cattle with Horseman and Peasants,592,0,47,1
82,24043,Children and a Cow,592,0,35,""
83,24047,Lady and Gentleman on Horseback,592,0,46,1
84,24049,Landscape with Cattle,592,0,"",""
85,24051,Landscape with Cows and Young Herdsman,592,0,43,""
86,24053,Landscape with Herdsman and Cattle,592,0,43,""
87,24059,Mountainous Landscape with the Ruins of a Castle,592,0,43,""
88,24061,Piping Shepherds,592,0,35,""
89,24064,River Landscape with Cows,592,0,43,5
90,24066,River Landscape with Riders,592,0,43,5
91,24068,River Scene,592,0,43,5
92,24070,Rooster and Hens,592,0,"",""
93,164850,Senior Merchant,592,0,43,""
94,24072,Starting for the Hunt,592,0,35,""
95,198873,The Flight into Egypt,592,0,60,""
96,24074,The Maas at Dordrecht,592,0,46,""
97,24078,The Passage Boat,592,0,"",""
98,204794,Travelers in Hilly Countryside,592,0,53,5
99,164862,View of Dordrecht at Sunset,592,0,43,""
100,198863,View of the Maas near Dordrecht,592,0,60,""
101,24084,Young Herdsmen with Cows,592,0,35,""
102,29914,Bouquet of Roses and Fruit,659,3,35,6
103,126089,Bouquet of Roses,659,3,"",6
104,126219,Bridge Over the Seine in Paris,659,3,"",5
105,126208,"Buses, Place Pigalle",659,3,"",""
106,29916,"Compote of Peaches and Pears, with Pitchers, on a Table",659,3,35,""
107,126109,Dahlias,659,3,"",6
108,126164,Flower Vase and Fruits,659,3,"",6
109,126175,"In the Park, Edge of the Seine",659,3,"",7
110,126186,Lady Reading,659,3,"",""
111,126285,Old Lady in White Seated,659,3,"",""
112,126230,Reading at the Garden,659,3,"",""
113,29918,Renoir and His Model,659,3,35,""
114,29920,"Renoir Painting His Family in His Studio at 73 Rue De Caulaincourt, Paris",659,3,"",""
115,126294,Roses in a Glass,659,3,"",6
116,126120,Seated Woman,659,3,"",""
117,126241,Still Life,659,3,"",0
118,29922,Still Life with Fruit and Brioche,659,3,35,0
119,29924,Table Setting with Fruit,659,3,35,""
120,126263,"The Artist"s Studio, A Still Life",659,3,"",""
121,126252,The Artist"s Studio,659,3,"",""
122,126131,"The Bouquet (View from the Artist’s Studio, Paris)",659,3,"",6
123,126197,"The Dock of Grenelle, Paris",659,3,"",""
124,126153,Vase of Flower by the Window,659,3,"",6
125,126274,Vase of Flowers and Fruits on the Table,659,3,"",6
126,126142,White Vase with Flowers,659,3,"",6
127,5093,"A River Landscape, Westphalia",712,4,"",5
128,5095,"A Storm in the Rocky Mountains, Mt. Rosalie",712,4,"",8
129,5097,A Wild Stallion,712,4,"",8
130,5099,"Among the Sierra Nevada Mountains, California",712,4,"",8
131,5101,Autumn Landscape,712,4,"",8
132,5103,Beached Ship,712,4,"",8
133,5105,California Spring,712,4,"",7
134,5109,"Canadian Rockies, Lake Louise",712,4,35,5
135,185353,Canadian Rockies,712,4,"",""
136,5111,"Cathedral Rocks, Yosemite Valley, California",712,4,"",8
137,5115,Deer in a Field,712,4,"",8
138,5113,Deer,712,4,"",8
139,5117,"Estes Park, Colorado, Whyte"s Lake",712,4,"",5
140,5119,Farallon Island,712,4,"",8
141,5121,Fishing Boats,712,4,"",8
142,185266,Fishing Boats at Capri,712,4,"",""
143,5125,Glen Ellis Falls,712,4,"",8
144,5127,Hetch Hetchy Canyon,712,4,"",8
145,5129,In the Foothills,712,4,"",8
146,185308,In the High Mountains,712,4,"",""
147,5133,In the Mountains,712,4,"",5
148,5135,"In the Sierras, Lake Tahoe",712,4,"",5
149,5137,Indian Canoe,712,4,"",8
150,185317,Indian Encampment Evening,712,4,"",""
151,5141,Indian Hunters in Canoe,712,4,"",8
152,5143,Indians Spear Fishing,712,4,"",8
153,5155,Lake Tahoe,712,4,"",5
154,5161,"Liberty Cam, Yosemite",712,4,"",8
155,5163,Light in the Forest,712,4,"",8
156,5221,Bighorn Ram,712,4,"",8
157,126522,"Against the Light, Algiers",559,5,"",""
158,126533,"Algiers, Gray Weather",559,5,"",""
159,126307,"Algiers, The City seen from the Heights",559,5,"",""
160,126324,"Algiers, View of Mustapha, Rain",559,5,"",""
161,129073,"Algiers, View of the Casbah",559,5,"",""
162,126335,"Amsterdam, Snow",559,5,"",""
163,128992,"Anglers, La Chaume",559,5,"",""
164,126346,"Arcueil, the Factory and the Aqueduct",559,5,"",""
165,128791,Ares,559,5,"",""
166,126357,"Audierne, The Tonneaux",559,5,"",""
167,128800,"Banks of the Seine, Paris",559,5,"",5
168,126401,"Bassin du Roy (Le Havre, France, Normandy)",559,5,"",""
169,126368,Bay of Algiers View of El-Biar,559,5,"",""
170,126379,Boats in Ciboure,559,5,"",""
171,126390,"Boats in Collioure, Gray Weather",559,5,"",""
172,126434,Boats in the Port,559,5,"",""
173,126423,Boats in Triel,559,5,"",""
174,126489,Breeze in Porquerolles,559,5,"",""
175,126500,Calm Flat,559,5,"",""
176,128836,Cargo at Dock,559,5,"",""
177,126511,Cargo Leaving the Port,559,5,"",""
178,128307,Clouds and Smoke,559,5,"",""
179,128615,Cloudy Weather in Algiers,559,5,"",""
180,126555,"Crans-sur-Sierre, Sledding",559,5,"",""
181,126566,Cypress and Trees in Bloom,559,5,"",""
182,127545,Daisies,559,5,"",""
183,126577,Davos Under the Snow,559,5,"",9
184,128461,"Dock of Bourbon, Paris",559,5,"",""
185,128472,"Dock of Grands Augustins, Paris",559,5,"",""
186,128483,"Dock of Grands-Augustins, Under the Snow",559,5,"",""
187,25861,Burkhard of Speyer,548,2,"",""
188,25863,Christ Among the Doctors,548,2,56,10
189,25869,Lot and His Daughters,548,2,46,""
190,25871,Madonna and Child (Haller Madonna),548,2,46,11
191,25873,Penitent Saint Jerome,548,2,47,11
192,25875,Portrait of a Clergyman,548,2,46,3
193,25879,"Portrait of a Woman, Said to Be Caritas Pirckheimer",548,2,35,3
194,25882,Portrait of a Young Venetian Woman,548,2,"",3
195,25884,Portrait of Barbara Durer,548,2,"",3
196,25888,Portrait of Durer"s Father at 70,548,2,47,3
197,25890,Portrait of Emperor Maximillian I,548,2,"",3
198,25892,Portrait of Hieronymus Holzschuher,548,2,"",3
199,25894,Portrait of Jakob Muffel,548,2,"",3
200,25900,Self-Portrait,548,2,"",3
201,25902,Self-Portrait in a Fur Coat,548,2,"",3
202,25904,Self-Portrait with Gloves,548,2,50,3
203,25906,St. Anne with the Virgin and Child,548,2,35,11
204,25908,The Virgin and Child (The Madonna with the Iris),548,2,47,11
205,25910,The Virgin Mary in Prayer,548,2,"",11
206,25912,Vanitas,548,2,"",""
207,25914,Virgin and Child,548,2,"",11
208,23540,Albayde,501,6,"",12
209,23542,Birth of Venus,501,6,49,12
210,23544,Echo,501,6,35,12
211,23546,La Chiaruccia,501,6,"",""
212,23548,Napoleon III,501,6,"",""
213,23550,Olivia Peyton Murray Cutting,501,6,"",""
214,23552,Portrait of Alfred Bruyas,501,6,"",3
215,23554,Portrait of an Arab,501,6,"",3
216,23556,Portrait of Catharine Lorillard Wolfe,501,6,35,3
217,23558,Rebecca et Eliezer,501,6,"",""
218,23560,Saint Jean-Baptiste,501,6,"",""
219,23562,The Governess,501,6,67,""
220,23564,The Roman Monk,501,6,"",""
221,29948,Head of a Woman,708,3,"",""
222,29950,Head of a Young Man (Called Hercules),708,3,"",""
223,29952,Hills,708,3,"",""
224,29954,Mediterranean Coast,708,3,"",""
225,29956,Schokko,708,3,"",""
226,29958,Solitude,708,3,"",""
227,29960,Spaneteru Mit Roten Schal,708,3,"",""
228,29962,Still Life with Vase and Jug,708,3,"",0
229,29964,Young Girl with a Flowered Hat,708,3,"",""
230,28801,Rye,808,"","",8
231,28803,The Perchorskiy Cloister Near Nizniy Novgorod,808,"","",8
232,28805,The Rooks Have Returned,808,"","",8
233,28807,Winter,808,"","",9
234,22578,A Girl,534,7,"",""
235,22579,Abstract Portrait,534,7,"",""
236,22580,Abstract Still Life,534,7,"",0
237,22581,Cubist Still Life,534,7,"",0
238,22582,Cubist Twin Heads,534,7,"",""
239,22583,Eugenia,534,7,"",""
240,22584,Fauve Landscape with Rolling Hills,534,7,"",""
241,22585,Figure in Landscape,534,7,"",""
242,195399,Figure on Bench,534,7,51,""
243,22586,Flappers,534,7,"",""
244,22587,Floral Still Life,534,7,"",0
245,22588,Flowers in a Vase,534,7,"",6
246,22589,Four Sisters,534,7,"",""
247,22590,Head of a Girl,534,7,"",""
248,195446,Hills,534,7,51,""
249,22591,La Dame en Blanc,534,7,"",""
250,22592,Landscape,534,7,"",""
251,22593,Landscape II,534,7,"",""
252,22594,Landscape III,534,7,"",""
253,22595,Landscape of Provence,534,7,"",""
254,195410,Landscape with House,534,7,51,""
255,22596,Landscape with Trees (Marlboro Landscape),534,7,"",""
256,22597,Landscape with Two Trees,534,7,"",""
257,22598,Marlboro Landscape (House in Hills),534,7,"",""
258,22599,Nude Reading,534,7,"",12
259,22600,Portrait of a Woman,534,7,"",3
260,22601,Portrait of a Young Girl,534,7,"",3
261,22602,Standing Female Nude,534,7,"",12
262,22603,Still Life,534,7,"",0
263,195421,Still Life,534,7,51,""
264,6877,A Corner of Wood in the Sablons,573,8,49,""
265,209013,A Path at Les Sablons,573,8,"",""
266,208485,A Turn in the Road,573,8,68,""
267,6713,Abandoned House,573,8,"",""
268,6715,"Among the Vines, Louveciennes",573,8,"",""
269,6879,An Evening in Moret,573,8,"",""
270,6717,Aqueduct at Marly,573,8,"",""
271,6719,"Autumn, Banks of the Seine Near Bougival",573,8,"",5
272,6723,"Banks of the Loing, Autumn Effect",573,8,"",13
273,208575,Banks of the Loing River,573,8,67,5
274,6725,"Banks of the Loing, Saint-Mammès",573,8,"",5
275,6721,Banks of the Loing,573,8,"",5
276,6727,Boat in the Flood at Port Marly,573,8,49,5
277,6729,Bougival,573,8,"",5
278,208553,Bridge at Moret-sur-Loing,573,8,67,5
279,6731,"Cabins Along the Loing Canal, Sunlight Effect",573,8,"",5
280,6737,Early Snow at Louveciennes,573,8,"",9
281,6739,El Camino de Montbuisson in Louveciennes,573,8,"",""
282,6735,Farmyard in Saint-Mammès,573,8,49,""
283,6743,Flood at Port-Marly,573,8,56,5
284,6747,"Foggy Morning, Voisins",573,8,49,9
285,6749,Footbridge at Argenteuil,573,8,49,14
286,6751,Garden Path in Louveciennes,573,8,"",15
287,6753,Horses Being Watered at Marly-le-Roi,573,8,"",1
288,6755,June Morning in Saint-Mammès,573,8,"",7
289,6757,"La Grande-Rue, Argenteuil",573,8,"",""
290,6765,"Lady"s Cove, Langland Bay, Le Matin",573,8,"",16
291,208530,Landscape along the Seine with the Institut de France and the Pont des Arts,573,8,68,""
292,6767,Landscape at Louveciennes,573,8,"",""
293,6771,Landscape (Spring at Bougival),573,8,67,7
294,23392,A Cloudy Day,610,4,"",16
295,185403,A Fair Day on the Coast,610,4,"",8
296,185411,"A Summer Day at the Seashore, New England",610,4,"",8
297,185659,A Woodland Stream,610,"","",8
298,185419,After the Storm,610,4,"",8
299,185427,Afternoon by the Ocean,610,4,"",8
300,185435,Afternoon on the Hudson,610,4,"",8
301,185451,"Afternoon, Southampton Beach",610,4,"",8
302,185443,Afternoon Surf,610,4,"",8
303,185459,Along the Shore,610,4,"",8
304,185362,"At Mount Desert Island, Maine",610,4,"",16
305,185666,"Autumn Mist, Lake George",610,4,"",8
306,185467,"Beach at Little Boar"s Head, New Hampshire",610,4,"",8
307,23394,"Blue Point, Long Island",610,4,"",8
308,23396,Boating in the Afternoon,610,4,"",5
309,185673,Breaking Waves,610,4,"",8
310,23398,"Brundith Head, Grand Manan",610,4,"",16
311,185475,"Cliff Island, Maine",610,4,"",8
312,185483,Coastal Scene,610,4,"",8
313,23400,Drifting,610,4,"",5
314,185491,"Eagle Head, Manchester by the Sea",610,4,"",8
315,185499,Evening"s Glow,610,4,"",8
316,185389,"Gathering Water Lilies at Curzon"s Mills, Newburyport, Massachusetts",610,4,"",5
317,185371,Grand Manaan,610,4,"",16
318,185507,Grand Manan,610,4,"",8
319,185515,Hazy Coast,610,4,"",8
320,185680,"Indian Summer, Massachusetts",610,4,"",8
321,185687,Lake George,610,4,"",8
322,185694,Lake George,610,4,"",8
323,185555,Along the Maine Coast,610,4,60,8
324,21100,A Chilly Morning in Luxembourg,823,9,"",""
325,21102,A Concert in the Garden,823,9,"",17
326,21104,A Festive Evening,823,9,"",""
327,21106,A Steep Slope in the Vineyards,823,9,"",""
328,21108,Afternoon Tea,823,9,"",""
329,21110,Archers,823,9,30,""
330,21112,Arthur Honegger with &quot;King David&quot;,823,9,"",""
331,21114,At Leisure,823,9,"",""
332,21116,At the Ball,823,9,"",17
333,21118,Bacchanale Among the Rocks,823,9,"",""
334,21120,Bathers with Birds,823,9,"",12
335,21122,Beauties Fancy,823,9,"",""
336,21124,Beyond the Radiant Valley,823,9,"",""
337,21126,"Borghese Gardens No.1, Water Fountain",823,9,"",15
338,21128,Cemetery,823,9,"",""
339,21130,Country Memories,823,9,"",""
340,21132,Dancer at the Palais,823,9,"",18
341,21134,Dancers,823,9,"",18
342,21136,Dimanche,823,9,"",""
343,21138,Dukas Etude,823,9,"",17
344,21140,Equestrian Fantasy with Pink Lady,823,9,"",""
345,21144,Flowers and Figures II,823,9,"",6
346,21142,Flowers and Figures,823,9,"",6
347,21146,Fountain in a Garden of Rome,823,9,"",15
348,21148,Geneva Harbor,823,9,"",""
349,21150,Hands and Fruits,823,9,"",""
350,21152,Happy Omen,823,9,"",""
351,21154,Henry Spiess,823,9,"",""
352,21156,Horses,823,9,"",1
353,21158,In the Chapel,823,9,"",19
354,21160,Intermission Portrait of Jeanne Beillehacheo,823,9,"",3
355,21162,"Italian Landscape II, Market in Verona",823,9,"",""
356,21164,Italian Landscape IV,823,9,"",""
357,21168,Joy in the Forest II,823,9,"",""
358,21170,Joy in the Forest III,823,9,"",""
359,21166,Joy in the Forest,823,9,"",""
360,21172,Land of the Vineyards,823,9,"",""
361,21174,Landscape,823,9,"",""
362,21176,Landscape at Orsay,823,9,"",""
363,21178,Landscape of Jorat,823,9,"",""
364,21180,Marval at the Van Dongen"s Masked Ball,823,9,"",""
365,21184,My Portrait II,823,9,"",3
366,21182,My Portrait,823,9,"",3
367,21186,Nude with Red Hair,823,9,"",12
368,21188,Orchard (Ursenbach),823,9,"",7
369,21192,Pear Tree II,823,9,"",""
370,21190,Pear Tree,823,9,"",""
371,21194,Pink Spring,823,9,"",7
372,21196,Playing with a Fan,823,9,"",""
373,21198,Portrait of a Young Man,823,9,"",""
374,21200,Portrait of Madame Hodler,823,9,"",""
375,21202,Portrait of Mlle. Madeleine de Cerenville,823,9,"",""
376,21204,Portrait of My Mother,823,9,"",""
377,21206,Portrait of Pernette (Simone Schule),823,9,"",3
378,21208,Raymonde Naville,823,9,"",""
379,21210,"Reading in the Garden, Portrait of Albert Rheinwald",823,9,"",""
380,21212,Roulotte Joyeuse,823,9,"",""
381,21214,Self-Portrait,823,9,"",3
382,21218,Skating in the Bois de Boulogne II,823,9,"",""
383,21216,Skating in the Bois de Boulogne,823,9,"",""
384,24383,A Chalupa,800,9,"",""
385,24385,A Mulher,800,9,"",""
386,24387,A Poem in Colour,800,9,"",""
387,24389,Cavaquinho,800,9,"",17
388,24391,Corpus Christi Procession,800,9,"",""
389,24393,Crime Blue Abyss Physical Remorse,800,9,"",""
390,24395,Deaf Music,800,9,"",17
391,24397,Greyhounds,800,9,"",20
392,24399,Instrument"s Life,800,9,"",""
393,24401,Interior Things"s Expression,800,9,"",""
394,24403,Les Cavaliers,800,9,"",""
395,24405,Manhufe Landscape,800,9,"",""
396,24407,Metallic Vibrations,800,9,"",""
397,24409,Paysage Cubiste,800,9,"",""
398,24411,Pelas Janelas,800,9,"",""
399,24413,Popular Song and the Brazil Bird,800,9,"",""
400,24415,Promontory Head Indigo Seas of Ossian Rose Orange,800,9,"",""
401,24417,Smoker with a Cigarette Holder,800,9,"",""
402,24419,Steel Mask,800,9,"",""
403,24421,The Green Eye Mask Head,800,9,"",""
404,24423,The Leap of the Rabbit,800,9,68,""
405,24425,"The Little Bright House, Landscape",800,9,"",""
406,24427,Trou de la Serrure-Viola,800,9,"",17
407,24429,Untitled,800,9,"",""
408,24431,Untitled II,800,9,"",""
409,24433,Untitled (Cash Register),800,9,"",""
410,24435,Untitled (Coty),800,9,"",12
411,24437,Untitled (Ponte),800,9,"",14
412,24439,Windmills Telegraph Wire,800,9,"",""
413,135364,Bouquet of Flowers in a Glass Vase,777,10,"",6
414,25499,Bouquet of Flowers on a Ledge,777,10,60,6
415,25501,Flower Still Life,777,10,55,0
416,135373,Flowers in a Berkemeier Glass on a Stone Ledge,777,10,"",6
417,135382,Flowers in a Glass Vase,777,10,"",6
418,135355,Fruit in a Wicker Basket with a Lizard and a Red Admiral Butterfly on a Stone Ledge,777,10,"",0
419,135346,Fruit Still Life with Shells,777,10,"",0
420,135324,Semper Augustus Tulips in a Wan-Li Vase,777,10,"",6
421,135391,Still Life with Flowers,777,10,"",6
422,135335,"Tulips, Roses, Bluebells, Narcissus Tortuosis",777,10,"",6
423,6893,A Reclining Nude,831,3,36,12
424,6895,"Adrienne, Woman with Bangs",831,3,46,""
425,6899,Alice,831,3,"",""
426,6901,Andre Rouveyre,831,3,"",""
427,6903,Antonia,831,3,"",""
428,6905,Beatrice Hastings Assise,831,3,"",""
429,6907,Blaise Cendrars,831,3,"",""
430,6909,Boy in a Striped Sweater,831,3,35,""
431,197821,Boy in Sailor Suit,831,3,51,""
432,6911,Boy in Short Pants,831,3,"",""
433,6927,Boy in the Blue Jacket,831,3,61,""
434,6913,Bride and Groom (The Newlyweds),831,3,30,""
435,6915,Cafe´ Singer,831,3,46,21
436,7818,Caryatid,831,3,"",12
437,6917,Chaim Soutine,831,3,46,""
438,6919,Christina,831,3,"",""
439,197866,Cypresses and Houses at Cagnes,831,3,51,""
440,6949,Dark Haired Girl,831,3,"",""
441,6921,Elena Pavlowski,831,3,"",""
442,6925,Flower Vendor,831,3,35,""
443,6929,Girl in a Green Blouse,831,3,46,""
444,6977,Girl in Yellow Dress,831,3,"",""
445,6979,Girl with Blouse,831,3,"",""
446,6981,Girl with Hat,831,3,"",""
447,6931,Girl with Polka-Dot Blouse,831,3,51,""
448,6933,Gypsy Woman with Baby (Jacques Villon),831,3,46,""
449,6935,Jacques and Berthe Lipchitz,831,3,68,""
450,6939,Jeanne Hebuterne in a Black Hat,831,3,"",""
451,6941,Jeanne Hebuterne in a Hat,831,3,"",""
452,6937,Jeanne Hebuterne,831,3,61,""
453,29612,A Nude Standing,855,11,"",12
454,29614,A Toast in Idun,855,11,"",""
455,29616,After the Bath,855,11,"",12
456,29618,Ambassador David Jayne Hill,855,11,"",""
457,29620,Archipelago Flower,855,11,"",12
458,29622,Banker Ludvig Arosenius,855,11,"",""
459,29624,Castles in the Air,855,11,"",""
460,29626,Dagmar,855,11,"",12
461,29628,Dalecarlian Girl From Rattvik,855,11,"",""
462,29630,Frileuse,855,11,"",12
463,29632,Girl Playing Mandolin,855,11,"",""
464,29634,Grover Cleveland,855,"","",4
465,29636,Hugo Reisinger,855,11,46,""
466,29638,In Gopsmor,855,11,"",""
467,29640,In Scotland (Mrs. Symons),855,11,"",""
468,29642,In the Skerries,855,11,"",""
469,29644,In Werner"s Rowing Boat,855,11,"",""
470,29646,Isabella Stewart Gardner in Venice,855,11,"",""
471,29648,Jollen,855,11,"",12
472,29650,Lace Making in Venice,855,11,"",""
473,29652,Lady with Fur Cape,855,11,"",""
474,29654,Landscape From Gopsmor,855,11,"",""
475,29656,Man and Boy in Algiers,855,11,"",""
476,29658,Margit,855,11,"",""
477,29660,Martha Dana,855,11,"",""
478,29662,Mathilde,855,11,"",""
479,29664,Midnight,855,11,"",""
480,29666,Night Effect,855,11,"",""
481,29668,Nude in Fire Light,855,11,"",12
482,29670,Nudes,855,11,"",12
483,29672,Omnibus,855,11,"",""
484,29674,Oscar II,855,11,"",""
485,29676,Port of Hamburg,855,11,"",""
486,29678,Portrait of Emma Zorn,855,11,"",3
487,29680,Portrait of Franz Heiss,855,11,"",3
488,29682,Portrait of Frieda Schiff,855,11,35,3
489,29684,Portrait of Lisen Lamm,855,11,"",3
490,29686,Portrait of Martha Marckwald,855,11,"",3
491,29688,Potatiskitteln,855,11,"",12
492,29690,Queen Sophia,855,11,"",""
493,29692,Red Sand,855,11,"",""
494,29694,Rocks at Dalaro II,855,11,"",12
495,29696,Rod Strumpa,855,11,"",12
496,29698,Self-Portrait,855,11,"",3
497,29700,Self-Portrait in a Wolfskin,855,11,"",3
498,29702,Sommervergnugen,855,11,"",""
499,29704,Summer,855,11,"",22
500,29706,Sun in the Forest,855,11,"",""
501,29708,Sunday Morning,855,11,"",""
502,29710,The Girl From Alvdalen,855,11,"",""
503,29712,The Hinds,855,11,"",12
504,29714,The Love Nymph,855,11,"",12
505,29716,The Misses Salomon,855,11,"",""
506,29718,Wet,855,11,"",12
507,29720,Wife of President Grover Cleveland,855,11,"",""
508,29722,William Howard Taft,855,11,"",4
509,29724,Woman Getting Dressed,855,11,"",""
510,182116,Baigneuses,694,12,"",""
511,182134,"Bateau sur La Seine, Environs de Paris",694,12,31,""
512,182145,Bateaux a Collioure,694,12,"",""
513,182354,Bateaux au Port de Collioure,694,12,"",""
514,182156,Bateaux sur la Plage a Collioure,694,12,"",""
515,182167,Bords de Riviere,694,12,"",""
516,182365,Bords de Seine a Carrie`res-sur-Seine,694,12,"",""
517,182376,Buste de Femme au Chale,694,12,"",""
518,25595,Charing Cross Bridge,694,12,49,19
519,182178,Chemin Anime´ aux Lecques,694,12,"",""
520,182442,Etude Pour L"Age d"Or,694,12,"",""
521,25597,"Fishing Boats, Collioure",694,12,35,""
522,25599,Girl in Black,694,12,34,""
523,182189,La Jette a L"Estaque,694,12,"",""
524,182200,La Vallee du Lot,694,12,"",""
525,25601,Landscape with a Boat at the Bank,694,12,34,""
526,182451,L"Église de Cre´cy-en-Brie,694,12,"",""
527,182211,Les Voiles Rouges,694,12,"",""
528,25603,Martigues Harbour in Province,694,12,34,""
529,25605,Moise Kisling,694,12,35,""
530,25607,Mountain Road,694,12,34,""
531,182233,Nature Morte,694,12,"",""
532,182125,Nature Morte a la Table,694,12,"",""
533,182387,Nature Morte au Pot Bleu,694,12,"",0
534,182222,Nature Morte aux Fruits,694,12,"",""
535,182398,Nu Assis,694,12,"",12
536,182409,Paysage a Montreuil sur Mer,694,12,"",""
537,182255,Paysage aux Environs de Chatou,694,12,"",""
538,182244,Paysage aux Environs de Chatou,694,12,36,""
539,182266,Paysage de L"Ile de France,694,12,"",""
